symbol,baseMean,log2 Fold Change,lfcSE,pvalue,padj
ITK,606.4269738,-1.221686891,0.481797511,0.011222752,0.163140223
SAMD5,487.9520073,-1.346859332,0.530899054,0.011182595,0.163140223
ACSL5,1349.984254,-0.982702542,0.387698503,0.011254106,0.163140223
RARRES2,1739.095935,-1.264120511,0.498332781,0.011190297,0.163140223
SLC12A4,1441.200769,0.584343537,0.230495279,0.011239441,0.163140223
TSN,6756.31122,0.517460199,0.203946082,0.011173026,0.163140223
PIP4K2B,4614.125542,0.41973942,0.165513084,0.011213014,0.163140223
KIRREL2,15.42495001,-1.534184137,0.604834283,0.011195512,0.163140223
CD59,41321.81487,0.780243665,0.30760172,0.011195437,0.163140223
OBSL1,1951.530694,0.729967606,0.288165445,0.01130411,0.163721855
BOLA3-AS1,328.0901703,0.814726854,0.32178789,0.011345429,0.163744037
TMEM240,21.35842947,1.258735884,0.49718589,0.011350431,0.163744037
MIR142,27.77342728,-1.352718305,0.534102233,0.011318924,0.163744037
LST1,846.2166076,-1.146839217,0.453013574,0.011355055,0.163744037
ZNF577,513.4853895,1.008880282,0.398422456,0.011335342,0.163744037
FAM160A2,945.3273517,0.497903274,0.196736227,0.011379739,0.163957299
LRRC7,16.81746511,-1.476443115,0.58345698,0.011389718,0.163958498
ANO5,362.5447115,-1.291570956,0.51050044,0.011405944,0.164049557
IL2RB,980.7145742,-1.157808651,0.458121843,0.011494519,0.165036986
CX3CL1,931.456354,1.143430743,0.452388411,0.011486406,0.165036986
MAN2A2,4086.377678,0.600424482,0.23761472,0.011507999,0.165087481
KCTD1,785.5976415,0.747852721,0.296010755,0.011522583,0.165153706
GHR,368.8838235,-1.057592452,0.418811166,0.011562422,0.165316236
RASIP1,330.7397298,1.034235621,0.409568827,0.011563855,0.165316236
STRBP,1098.729235,-0.785866981,0.311150694,0.011547472,0.165316236
NPAS2,1987.656226,1.049594356,0.415807735,0.011595204,0.165621497
MAMLD1,782.6485731,0.942423095,0.37355545,0.011640917,0.165988256
MFSD1,5721.574349,-0.715500587,0.283581963,0.011633122,0.165988256
KPNA1,3670.379438,0.509216383,0.201875605,0.011654829,0.166043738
NFAT5,3597.003765,0.64856246,0.257243953,0.011695664,0.166482355
CREB5,1236.921652,1.22304706,0.485200882,0.011712084,0.166572976
ZNF267,1256.523423,-0.585762046,0.232455794,0.011739293,0.166731435
MEIS3P1,1171.023465,0.769753566,0.305486363,0.011743351,0.166731435
ENPP6,41.37241219,-1.358310268,0.53949982,0.011811669,0.167271409
YIPF1,1305.056503,-0.366662088,0.145614843,0.011801431,0.167271409
TERF2,1064.776189,-0.435520406,0.172975822,0.011808671,0.167271409
ATP2B4,10163.39003,0.753496295,0.299352826,0.011833052,0.167431115
FCGR1CP,820.1809397,-1.139796655,0.452990853,0.011864191,0.167728483
PDCD1LG2,413.4288605,-1.007093406,0.400412498,0.01189852,0.168070392
TACR2,103.5140337,1.111586702,0.442192788,0.011943625,0.168455984
PTP4A2,11000.78028,-0.43575044,0.173348079,0.011946151,0.168455984
SLC39A6,10722.29544,0.801965171,0.31912784,0.011971262,0.168666531
MIR4691,11.00169337,1.204739267,0.47954037,0.011995417,0.168719912
MBD6,2021.169539,0.526128247,0.209402286,0.011987099,0.168719912
CLCN5,1793.53474,0.849708221,0.338486669,0.012062345,0.169517382
RCC1,1432.052207,-0.599140407,0.238713912,0.01207763,0.169588353
CCNY,4425.298056,-0.640051942,0.255086968,0.012102144,0.16961052
PRKCQ-AS1,154.4818919,-1.218640837,0.485686149,0.012103518,0.16961052
CHCHD2,8142.138158,-0.493483395,0.196691169,0.012109919,0.16961052
FCMR,1491.634782,-1.338072453,0.533390709,0.012120517,0.169615584
CAPN2,10466.73049,0.542549225,0.216314522,0.01213652,0.169696208
CLEC4G,31.2536141,-1.332137218,0.531493709,0.012196665,0.170249831
SNHG4,238.5588998,0.996924722,0.397715571,0.012188915,0.170249831
RUFY3,2465.19098,0.455972867,0.182070002,0.012266545,0.171081137
CGREF1,394.0998556,0.985715442,0.393752752,0.012301102,0.171100379
LDLRAD3,2185.727475,0.684825962,0.273682613,0.012340211,0.171100379
UBQLNL,12.4486717,1.354613209,0.541239224,0.012321536,0.171100379
SLC43A3,3606.210984,0.823838379,0.329071828,0.012296423,0.171100379
RASAL3,499.9736701,-1.162522635,0.464525786,0.012328449,0.171100379
STAT2,9385.403462,0.684485091,0.27352194,0.012332416,0.171100379
EI24,5511.893994,0.539713982,0.215582592,0.01229669,0.171100379
SCART1,56.36571889,1.159600112,0.463524673,0.012359828,0.171229087
CLEC4C,35.33439552,-1.452750353,0.580913552,0.012391208,0.171377239
UPF3A,1876.269158,0.514191983,0.205591876,0.012383178,0.171377239
LSM6,656.1922293,-0.438811156,0.175652,0.01248311,0.171520134
CLK1,4720.677021,0.615033362,0.246126606,0.012459719,0.171520134
TSPAN12,440.3661224,-1.099065532,0.439656994,0.012425468,0.171520134
GGCX,2246.291368,0.452775729,0.181172921,0.01244966,0.171520134
ANGPTL4,597.6263868,1.334324927,0.534188171,0.012494707,0.171520134
SH3GL1P1,31.17674114,0.856189213,0.34259188,0.012449087,0.171520134
SLC4A1,19.35788154,1.460924371,0.584697041,0.012468475,0.171520134
SOD2,7464.279085,-0.790745265,0.316562481,0.012492715,0.171520134
HIST1H3E,33.09396087,1.298879171,0.519606361,0.012428559,0.171520134
PRSS36,77.71386526,-0.912255819,0.365509567,0.012565692,0.172308067
ITPRIP,1281.902353,-0.869567934,0.348434416,0.012572904,0.172308067
POFUT2,1544.382079,0.58519368,0.234557445,0.012599822,0.172534253
TTK,730.4194167,-0.67095858,0.269052752,0.012639058,0.172928614
SOX13,2808.40436,0.883014841,0.35414996,0.012654903,0.173002554
CSK,3088.740808,-0.744656665,0.298823941,0.012704111,0.173521144
GTF2IRD2B,1812.53461,0.713093987,0.286222769,0.012724256,0.173521144
ELOVL2,2606.475917,1.366957465,0.548611559,0.012714508,0.173521144
C5orf56,117.2059799,-0.768871587,0.30866561,0.01274009,0.173594206
ANKRD20A12P,310.3329239,1.18779041,0.476978513,0.012765728,0.173736312
USP3,1341.377366,-0.456318256,0.183254571,0.012771491,0.173736312
LTA4H,4919.48001,-0.630686277,0.253358989,0.012799527,0.173974867
CRIPAK,386.1869829,0.623411426,0.250527744,0.012832193,0.174133172
LOC728554,1500.167346,-0.52984435,0.212921875,0.012830312,0.174133172
AIF1,2601.186347,-1.057369198,0.425030667,0.012855478,0.174306399
KIAA1551,4033.590934,-0.631460261,0.253962862,0.012903283,0.174811532
ELP4,600.1363536,-0.49803043,0.20044372,0.01296826,0.175404985
GPX1,8549.662462,-1.008291968,0.405771489,0.012959645,0.175404985
ELL3,342.5191148,-0.989939072,0.398562882,0.012999924,0.175689844
ANKLE2,3121.803237,0.339718198,0.136830909,0.013036918,0.175902852
XYLT1,3717.854405,1.236874287,0.498164992,0.013033204,0.175902852
CPT2,1108.516509,-0.499244223,0.20114165,0.013062787,0.175965299
SNORA31,21.7138845,0.950276069,0.382827405,0.013055302,0.175965299
LPXN,2516.795118,-1.123292024,0.452663651,0.013082489,0.176087541
LOC100132215,64.37842716,1.075386583,0.433717579,0.013158047,0.176516391
TMEM52B,46.39437344,-1.370733142,0.552693163,0.013134632,0.176516391
PRIMA1,216.9352402,1.445264244,0.582927044,0.013163216,0.176516391
WDR72,113.437913,-1.504375151,0.606891226,0.013181717,0.176516391
RPL8,45270.13235,-0.773528212,0.312084366,0.013190399,0.176516391
C1QC,9680.219758,-1.095735167,0.442124868,0.013199578,0.176516391
FAM182B,70.27873327,1.220004096,0.492164218,0.01318046,0.176516391
CD38,418.5640966,-1.178713208,0.475604504,0.013199254,0.176516391
ARHGAP45,1417.076258,-1.117727666,0.45145035,0.013291585,0.177483468
CCL5,2741.333996,-1.227514048,0.495860009,0.01330403,0.177483468
ZC3H11A,11636.14376,0.532814987,0.215230263,0.013302818,0.177483468
CDH1,8821.382652,1.33940873,0.541234817,0.013333784,0.1777373
ALAS1,2250.447757,-0.471238803,0.19045061,0.013348409,0.177789215
BATF,260.9160177,-1.142954748,0.462014215,0.013366509,0.1778873
ENTPD6,3387.737183,0.635073673,0.256774977,0.013388321,0.178034577
ADAM21,25.01018022,1.461387667,0.590962832,0.013402438,0.178079387
AVIL,208.1055434,0.733417536,0.296736818,0.013450636,0.178079618
EFCAB5,71.73301685,1.140466027,0.461409693,0.013447256,0.178079618
PLLP,175.2308151,-1.262002131,0.510502584,0.013433026,0.178079618
POLR2J,2058.842766,-0.513482596,0.207680419,0.01341848,0.178079618
SCML1,1260.538183,0.990250125,0.400673861,0.013456194,0.178079618
GGTA1P,975.0974519,-1.010269586,0.409334472,0.013584055,0.179485012
SLC35F5,2811.442452,0.697006772,0.282401448,0.013581657,0.179485012
ANK2,3170.669144,1.085554607,0.439974017,0.013613044,0.179724728
HMGCLL1,11.80197724,-1.462660875,0.593046062,0.013649678,0.179921651
GTF2IRD2,1604.853694,0.695107974,0.281804531,0.013639058,0.179921651
TRAPPC2L,1181.567334,-0.683797938,0.277341773,0.013680593,0.180185808
TDP2,2764.123095,-0.433557094,0.175875887,0.013696318,0.180249641
GRB2,8394.529524,-0.561162031,0.22768979,0.013717002,0.18037858
SIGLEC14,329.9967429,-1.143967777,0.464298882,0.013744951,0.180565968
HSF5,14.24330136,-1.481802908,0.601739523,0.013795981,0.180565968
CR1,1613.498759,-1.251735101,0.508335722,0.013800367,0.180565968
CTSZ,25802.25321,-0.926432746,0.376251981,0.013806194,0.180565968
E2F5,356.3635127,-0.959171987,0.389452208,0.013782808,0.180565968
FAT1,5382.300016,0.900506916,0.365567042,0.013765877,0.180565968
ATF5,1053.67885,-0.776924339,0.315536627,0.013807537,0.180565968
MAP3K12,1188.371571,0.838995499,0.341085874,0.013902301,0.181661855
SLC31A2,1300.217713,-0.898015763,0.365383046,0.013981517,0.181836542
FER,367.168706,0.585630086,0.238227011,0.013960202,0.181836542
METTL7A,2685.534403,-1.045301639,0.425219648,0.013961097,0.181836542
VWA5A,942.7244708,-1.065669933,0.433548115,0.01397054,0.181836542
YEATS2,2779.19998,0.522863869,0.21272028,0.013971789,0.181836542
LSM10,1036.853719,-0.592234236,0.24086942,0.013942723,0.181836542
MAP1B,2612.34934,1.124972739,0.457850853,0.014007442,0.181854343
SERTAD4-AS1,36.03740864,-1.308453496,0.532638108,0.014027729,0.181854343
ARHGAP23,1185.55071,0.782122901,0.318354585,0.014019375,0.181854343
RPL26,43527.5285,-0.746490118,0.303889418,0.01403161,0.181854343
TBX2,1623.564547,1.003648371,0.408649163,0.014048739,0.181854343
CD40,1042.3903,-1.03025949,0.419450453,0.014041006,0.181854343
COX4I1,10845.34188,-0.663576213,0.270304461,0.014091539,0.182265967
LINC00488,119.25991,1.485180752,0.605213865,0.014128612,0.182460614
AFAP1L2,1585.598521,1.101170925,0.448700792,0.014122517,0.182460614
CSPG4,8771.977279,1.281040994,0.522181439,0.014157238,0.182687907
FBXL7,627.2641909,-1.001166602,0.408220853,0.014186259,0.182897376
RHOG,1768.716252,-0.719769781,0.29351084,0.014195547,0.182897376
TBC1D19,346.0814504,0.601234189,0.245243004,0.01422284,0.182964467
AMMECR1L,2672.299017,0.661464885,0.269797294,0.014217896,0.182964467
ABAT,475.7768788,-1.008383683,0.411555345,0.014278577,0.183538981
OTOA,200.7088012,-1.365693092,0.557616027,0.014318824,0.183913639
DPYSL2,5340.742612,0.926371266,0.378284207,0.014330261,0.183917972
PPIEL,207.6908228,0.860866956,0.351674649,0.01436886,0.18427062
S1PR3,825.3745894,-1.013124627,0.414045624,0.01440943,0.184505287
SNX11,1185.686299,-0.35381117,0.144593645,0.014407704,0.184505287
IRF1,2129.850262,-0.930590018,0.380650772,0.014495887,0.185325888
PLEKHN1,49.99904308,1.367269562,0.559228918,0.014488457,0.185325888
DTNB,603.0778912,-0.604312759,0.247269446,0.014527668,0.185589001
IL7,176.0157477,-0.964524363,0.394841276,0.014573188,0.186027081
DMAP1,1037.094218,0.398854627,0.163300835,0.014587825,0.186070577
NR2F1-AS1,215.7545356,-1.095334949,0.448558475,0.014610192,0.18621252
MPC2,1763.320839,-0.604167397,0.247680523,0.014715697,0.187097353
KCNRG,20.84798303,1.023147445,0.419490776,0.014727051,0.187097353
ANXA7,3762.447522,-0.403507264,0.16543642,0.014726038,0.187097353
LAX1,265.7733106,-1.260041326,0.516664242,0.014736076,0.187097353
SEC61A2,398.6588927,0.526595691,0.215916646,0.014732689,0.187097353
NAT14,523.4702111,0.624483912,0.256202068,0.014790592,0.187645725
ITGA4,2621.576512,-1.037909742,0.425894956,0.01480932,0.187739578
RELL1,2150.098912,0.906494374,0.372279447,0.014892462,0.188649235
KAT6B,1255.575422,-0.579757953,0.238155273,0.014917755,0.188825269
PRKCE,1667.478145,0.872052873,0.358268762,0.01492992,0.188834995
SIX4,211.2744116,-0.97906416,0.402437035,0.014980997,0.188904214
PIK3C2B,1002.895569,-0.851766155,0.350035349,0.014958931,0.188904214
MIF4GD,686.2503195,-0.657023139,0.270036844,0.014970703,0.188904214
GRAP2,217.1694094,-1.14901316,0.47216157,0.014952937,0.188904214
ACP5,7754.919191,-1.029228304,0.423372342,0.015056219,0.189708362
SPRYD7,695.1272986,0.4353673,0.17920207,0.015120626,0.190375119
IL10RA,2640.428245,-1.022737645,0.421086419,0.015148594,0.190423681
NDUFA6,2595.844834,-0.477921598,0.196757937,0.015141261,0.190423681
CRAMP1,1450.473429,0.464631042,0.191319649,0.015158962,0.190423681
RPS11,50014.42818,-0.743050595,0.306006074,0.015173064,0.19045644
EPM2AIP1,2015.429968,0.600109395,0.247259701,0.015222542,0.190932847
CMKLR1,1891.710357,-1.001229468,0.412921314,0.015319084,0.191026835
ZNF785,488.6066321,0.480272005,0.198055216,0.015310919,0.191026835
RPS2P32,28.59801091,-1.274899755,0.52598058,0.015356808,0.191026835
ZNF337,1392.662054,0.66686121,0.275017643,0.015317063,0.191026835
MRM2,1591.825907,-0.515679207,0.212738424,0.015350354,0.191026835
RFLNB,2499.724988,-0.959285931,0.395759412,0.015354332,0.191026835
ITGB2,6288.274306,-1.07838169,0.444430698,0.01524803,0.191026835
NUDT1,665.2951281,-0.755763142,0.311546444,0.015272824,0.191026835
FLJ38576,41.89703867,1.296988588,0.535093934,0.015356856,0.191026835
CBFA2T3,168.6371418,-1.180504874,0.486991816,0.015347419,0.191026835
TRAM2,4154.907112,0.674079591,0.278045017,0.015335642,0.191026835
GRK6,1665.199131,-0.803126299,0.331391238,0.0153718,0.191069281
C9orf72,878.8037146,-0.548274859,0.226442183,0.015466912,0.191787706
CLSTN1,7218.986221,0.62693632,0.258945383,0.01547302,0.191787706
ITGA6,7126.065948,1.033728563,0.426839355,0.01544295,0.191787706
SHC3,136.4225229,-1.143433159,0.47228881,0.015475899,0.191787706
KAT2B,3103.588599,0.679131878,0.280557698,0.015492803,0.191853704
ENPP4,801.2713037,-1.05567566,0.436296427,0.015536332,0.192249056
ASGR1,100.7251326,-1.293753988,0.534794513,0.015556356,0.192353186
TMEM139,70.78147408,-1.181605902,0.48867505,0.015606987,0.192835322
NOMO1,10398.49964,0.570628829,0.236024282,0.015620235,0.192855199
TIMM17B,768.9331406,-0.617224637,0.255423327,0.015671509,0.193344179
RILP,327.0153076,-0.913201844,0.378028753,0.015705247,0.193616253
LINC00665,208.5274027,0.765276898,0.317105667,0.015808009,0.193733597
CLCN7,6574.667713,0.791774286,0.328086247,0.015808306,0.193733597
LEMD2,2201.222932,0.393946889,0.163117305,0.015730285,0.193733597
PDDC1,1746.721929,0.73408311,0.304117254,0.01578643,0.193733597
UBL3,12861.7745,0.812941446,0.336750876,0.015775269,0.193733597
MS4A6A,5068.473727,-0.982206191,0.406927466,0.015790887,0.193733597
LAT2,818.4224137,-1.076687282,0.446009798,0.015776557,0.193733597
RAB11FIP4,935.823669,-0.881893459,0.365247242,0.01575635,0.193733597
IGF1R,6936.805121,1.018661988,0.422478675,0.015902045,0.194571126
GRAMD1B,256.7858643,-1.181746225,0.490111999,0.015901179,0.194571126
HMCN1,11979.00262,1.345337878,0.558016013,0.015911876,0.194571126
GCNT4,157.8069722,-1.30965012,0.543588915,0.015984657,0.195213745
PRPF39,1945.395094,0.495023797,0.205473165,0.015987993,0.195213745
CDADC1,482.7159999,0.528615508,0.219547648,0.016051237,0.195841638
C7,1909.705574,-1.306084999,0.542514029,0.016063583,0.195848059
MPP1,1893.655667,-0.819823957,0.340655207,0.016101389,0.196134596
MOK,2139.048482,0.858191441,0.356640148,0.016114004,0.196134596
ALDH5A1,1218.130485,-0.824587233,0.342702924,0.016122598,0.196134596
IGF2BP3,1243.189807,-1.237214341,0.51438712,0.016162719,0.196307696
AMER1,405.2737385,-0.785910966,0.326720761,0.016152493,0.196307696
SOX10,8052.984892,0.791315842,0.329029161,0.01617237,0.196307696
ADRA2B,36.94801358,1.129136863,0.469700187,0.016218888,0.196728221
ZNF419,533.4246954,0.740222683,0.308141951,0.016296205,0.197521444
SEMA3B,844.091925,1.267878358,0.527957501,0.016328988,0.197629658
ELMO1,789.5722716,-0.894116124,0.372304571,0.016324809,0.197629658
VLDLR-AS1,60.80563165,1.191924426,0.496501148,0.016366077,0.197933959
NDFIP2,2511.4555,0.62654925,0.261039324,0.016385659,0.19802625
284702,1299.872096,0.854186484,0.356093246,0.016450157,0.198371654
ANXA5,41518.33479,0.76524599,0.318993968,0.016442806,0.198371654
OTUD4,3369.947631,0.517339772,0.215667963,0.016449841,0.198371654
CD226,210.1144681,-0.897596562,0.374248275,0.016466932,0.198429528
RPS27,64661.55961,-0.807451239,0.33677055,0.016501515,0.198615335
IDI2,210.6574667,0.605557698,0.252576344,0.016506326,0.198615335
RASGRP1,575.3136431,-1.106916367,0.461782087,0.01652751,0.198725922
SPTB,253.3829591,0.96092855,0.401068481,0.016578646,0.199196216
LCP1,13388.9396,-1.058365013,0.441840708,0.016604315,0.199360065
ARL4C,2403.563723,-0.957911111,0.400088962,0.016654607,0.199813551
FAM223B,24.45600215,-1.1198199,0.467866654,0.016690323,0.199813551
LGMN,12355.84661,-0.835390985,0.348983681,0.01667564,0.199813551
HS6ST1,915.8434742,-0.54431491,0.227404973,0.01668426,0.199813551
